Destination URL,Destination Title,Destination Score,Total Reviews (Destination),Destination Image,Reviewer Name,Reviewer Location,Review Title,Review Score,Reviewer Category,Review Text,Written Date
https://www.tripadvisor.com/AttractionProductReview-g304142-d17554592-Mulkirigala_rock_temple-Tangalle_Southern_Province.html,Mulkirigala rock temple,4.5,2,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/eb/33/ac/mulkirigala-temple.jpg?w=700&h=400&s=1,Carla26,"London, UK",Beautiful place,5,,"The place is beautiful and full of peace, except for a monk who wanted to aggressively argue with us because my parter and I kissed in front of Buddha. But we thought Buddha agreed with our love","April 26, 2022"
